Topic,Impact_Factor
sound propagation,0.3121598283842548
bp artificial neural network,0.3121598283842548
candidate generation,0.3121598283842548
platform a a service,0.3121598283842548
doublerank adaptation,0.3121598283842548
data clustering algorithm,0.3121598283842548
zscan,0.3121263982710352
three dimensional integrated circuit,0.3119359697256603
thirty meter telescope,0.3119359697256603
distributed generation system,0.3119359697256603
audio codecs,0.3119359697256603
embedded image,0.3119359697256603
action sequence,0.3119359697256603
cut elimination,0.3119359697256603
3d integrated circuit,0.3119359697256603
robot swarm,0.3119359697256603
vehicular application,0.3119359697256603
glacial environment,0.3119359697256603
existence result,0.3119359697256603
dsr protocol,0.3119359697256603
postglacial,0.3119359697256603
refugia,0.3119359697256603
upconversion emission,0.3119359697256603
hyperledger,0.3119359697256603
erp implementation,0.3119359697256603
interconnected power system,0.3119359697256603
robotic swarm,0.3119359697256603
swarm of robot,0.3119359697256603
glacial refugia,0.3119359697256603
tsv,0.3119359697256603
cryptocurrency,0.3119359697256603
ethereum,0.3119359697256603
structural response,0.31188567476527185
optical measurement system,0.31134577335005476
trust negotiation,0.31134577335005476
dominant strategy,0.31134577335005476
xacml,0.31134577335005476
data stream mining,0.31134577335005476
small file,0.31134577335005476
attribute based access control,0.31134577335005476
optimal mechanism,0.31134577335005476
rbac model,0.31134577335005476
access control decision,0.31134577335005476
strategy proof,0.31134577335005476
stream mining,0.31134577335005476
rolebased,0.31134577335005476
context reasoning,0.31134577335005476
file access,0.31134577335005476
metadata server,0.31134577335005476
access permission,0.31134577335005476
label switched path,0.31134577335005476
bspline curve,0.311227338883787
bipartite matching,0.311227338883787
b spline curve,0.311227338883787
bipartite matchings,0.311227338883787
xray computed tomography,0.31110513123726885
registration accuracy,0.31110513123726885
target registration error,0.31110513123726885
mdct,0.31110513123726885
ion implantation,0.3109594470412742
annealing temperature,0.3109594470412742
laser annealing,0.3109594470412742
simulated annealing method,0.3109594470412742
proxy climate record,0.3108139530919006
vertical edge,0.3097512025606442
shape memory polymer,0.30944931496185124
weight information,0.30944931496185124
image identification,0.30944931496185124
original mesh,0.30944931496185124
image sharing,0.30944931496185124
bias field,0.30944931496185124
hyperchaotic,0.30944931496185124
location area,0.30944931496185124
least recently used,0.30944931496185124
human motion data,0.30944931496185124
wave generation,0.30944931496185124
fvc2002,0.30944931496185124
laser beam shaping,0.30944931496185124
mi device,0.30944931496185124
equivalent circuit model,0.30944931496185124
pneumatic cylinder,0.30944931496185124
shadow region,0.30944931496185124
autonomous navigation system,0.30944931496185124
cache replacement policy,0.30944931496185124
selfdeployment,0.30944931496185124
content distribution system,0.30944931496185124
gabor wavelet transforms,0.30944931496185124
model checking algorithm,0.30944931496185124
turbulent atmosphere,0.3092113011454271
scintillation index,0.3092113011454271
sigmadelta modulation,0.3092113011454271
humanrobot collaboration,0.3092113011454271
separation of duty,0.3092113011454271
deltasigma,0.3092113011454271
discretionary access control,0.3092113011454271
humanrobot interface,0.3092113011454271
role hierarchy,0.3092113011454271
optical beam,0.3092113011454271
map task,0.3092113011454271
beam profile,0.3092113011454271
mapreduce framework,0.3092113011454271
paraxial,0.3092113011454271
propagation distance,0.3092113011454271
delta sigma modulator,0.3092113011454271
bessel beam,0.3092113011454271
role assignment,0.3092113011454271
impulse response function,0.30900759139653516
acoustic scattering,0.30880270099649293
parabolic reflector,0.30880270099649293
f region,0.30880270099649293
electrically conductive,0.30880270099649293
multiple beam,0.30880270099649293
adcp,0.30880270099649293
secondorder slidingmode control,0.30880270099649293
hand posture recognition,0.30880270099649293
ultrawideband channel,0.30880270099649293
read operation,0.30880270099649293
synchronous system,0.30880270099649293
virtual network embedding,0.30880270099649293
type synthesis,0.30880270099649293
pifa,0.30880270099649293
optical thin film,0.30880270099649293
mapmatching algorithm,0.30880270099649293
hfo,0.30880270099649293
iris localization,0.30880270099649293
ieee 802.15.4 network,0.30880270099649293
successive approximation register,0.30880270099649293
transitionedge sensor,0.30880270099649293
motion picture editing machine,0.30880270099649293
relevance judgment,0.30880270099649293
heterogeneous robot,0.30880270099649293
knowledge graph embedding,0.30859899124760093
crossmodal reasoning,0.30859899124760093
dash,0.30859899124760093
acidobacterium,0.30859899124760093
silicon waveguide,0.30859899124760093
graphrag,0.30859899124760093
scientific knowledge graph,0.30859899124760093
knowledge graph management,0.30859899124760093
isonymy,0.30859899124760093
knowledge graph completion,0.30859899124760093
grammar induction,0.30859899124760093
microrings,0.30859899124760093
fsm,0.30859899124760093
formal grammar,0.30859899124760093
accuracy function,0.30859899124760093
promela,0.30859899124760093
force feedback device,0.30859899124760093
scada,0.30859899124760093
mobile application development,0.30859899124760093
algorithmic game theory,0.30859899124760093
ica algorithm,0.30859899124760093
common fixed point,0.30859899124760093
java pathfinder,0.30859899124760093
knowledge graph engineering,0.30859899124760093
selfish routing,0.30859899124760093
highly nonlinear fiber,0.30859899124760093
social cost,0.30859899124760093
typification,0.30859899124760093
optimal structure,0.3085335329557881
structure optimization,0.3085335329557881
uml modeling,0.3083649900210935
architecture documentation,0.30723246191126996
cascading failure,0.30723246191126996
fpa,0.30723246191126996
fusion process,0.30703137880576925
fusion system,0.30703137880576925
multiresolution image,0.30703137880576925
inverse wavelet transforms,0.30703137880576925
automatic facial expression recognition,0.30689099775903694
personindependent,0.30689099775903694
business intelligence system,0.30689099775903694
condition attribute,0.30689099775903694
public verifiability,0.30689099775903694
mean shift tracking,0.30689099775903694
positive region,0.30689099775903694
school admission criterion,0.30689099775903694
algorithmic mechanism design,0.30689099775903694
cohnkanade database,0.30689099775903694
pharmacy education,0.30689099775903694
cmosmems,0.306338699168349
mem resonator,0.306338699168349
optimal control problem,0.3062754524272747
facilitating condition,0.306175903569323
network traffic classification,0.3059854750239481
rainfall data,0.3059854750239481
tactile information,0.3059854750239481
transcription factor runx1,0.3059854750239481
block boundary,0.3059854750239481
ieee 802.11 distributed coordination function,0.3059854750239481
myeloidlymphoid leukemia protein,0.3059854750239481
handwritten chinese character,0.3059854750239481
ota,0.3059854750239481
farnoquinone,0.3059854750239481
cache block,0.3059854750239481
hht,0.3059854750239481
mie scattering,0.3059854750239481
music player,0.3059854750239481
most significant bit,0.3059854750239481
contourlet coefficient,0.3059854750239481
extended finite state machine,0.3059854750239481
market power,0.3058646407276019
electricity price,0.3058646407276019
ultrasonic transmission,0.30562754591282465
binary coding,0.30455386018728914
concept detection,0.30448830645220737
ipv6 protocol,0.30448830645220737
systemlevel modeling,0.30448830645220737
weibull,0.30448830645220737
adaptive beamforming algorithm,0.30448830645220737
improved pso,0.30448830645220737
best position,0.30448830645220737
probability distribution function,0.30448830645220737
order picking,0.30448830645220737
internet protocol version 6,0.30448830645220737
online product,0.30448830645220737
radial distribution function,0.30448830645220737
interpreter,0.30448830645220737
tlm,0.30448830645220737
partial evaluation,0.30448830645220737
worstcase execution time analysis,0.30448830645220737
dbpedia,0.30448830645220737
menatetrenone,0.30448830645220737
bidirectional reflectance distribution function,0.30448830645220737
orientation distribution function,0.30448830645220737
semantic image,0.30448830645220737
spindle speed,0.30448830645220737
web of data,0.30448830645220737
incident signal,0.30442284816039455
doa estimation method,0.30442284816039455
conference proceeding,0.304349392964255
microcantilever,0.3042994281158486
microcantilevers,0.3042994281158486
deteriorating job,0.3037901418911201
teaching reform,0.30378128238101054
teaching platform,0.30378128238101054
practical teaching,0.30378128238101054
teaching method,0.30378128238101054
curriculum development,0.30378128238101054
course design,0.30378128238101054
engineering curriculum,0.30378128238101054
undergraduate curriculum,0.30378128238101054
basic course,0.30378128238101054
teaching mode,0.30378128238101054
educational reform,0.30378128238101054
teaching system,0.30378128238101054
teaching content,0.30378128238101054
box and line,0.30289862379132926
menage,0.30289862379132926
eastadl,0.30289862379132926
archstudio,0.30289862379132926
autosar,0.30289862379132926
cham,0.30289862379132926
timing attack,0.30289862379132926
darwin,0.30289862379132926
photonic crystal cavity,0.30289862379132926
acmestudio,0.30289862379132926
telehealth,0.30289862379132926
aadl,0.30289862379132926
acme,0.30289862379132926
koala,0.30289862379132926
osate,0.30289862379132926
autofocus,0.30289862379132926
xadl,0.30289862379132926
potential barrier,0.3025766032147515
restoration method,0.3025766032147515
geographic factor,0.3025766032147515
particle image velocimetries,0.30225474590722134
ae signal,0.3019791247294585
acoustic emission signal,0.3019791247294585
indirect illumination,0.3015397792133796
firefox,0.3015397792133796
passage retrieval,0.3015397792133796
interreflection,0.3015397792133796
transferable belief model,0.3015397792133796
path tracing,0.3015397792133796
small signal model,0.3015397792133796
mass function,0.3015397792133796
gross domestic product,0.3015397792133796
sige hbts,0.3015397792133796
mass detection,0.3015397792133796
noise reduction method,0.3015397792133796
complex question,0.3015397792133796
natural language question,0.3015397792133796
digital signal,0.30132845724281815
verifiable secret sharing,0.3012819672095577
asian,0.3012819672095577
image fusion technique,0.3012819672095577
caucasoid race,0.3012819672095577
hispanic,0.3012819672095577
hispanic american,0.3012819672095577
negro,0.3012819672095577
fuzzy partition,0.3012819672095577
nurbs curve,0.3012819672095577
inverse heat conduction problem,0.30090939369524927
state space representation,0.30090939369524927
regularization technique,0.30090939369524927
method of fundamental solution,0.30090939369524927
rungekutta,0.300160387305261
homotopy method,0.300160387305261
image projection,0.2996263982710352
lt code,0.2996263982710352
program generation,0.2996263982710352
information propagation,0.2996263982710352
hidden unit,0.2996263982710352
structural operational semantics,0.2996263982710352
projector,0.2996263982710352
online transaction processing,0.2996263982710352
markrecapture,0.2996263982710352
ontology merging,0.2996263982710352
local reasoning,0.2996263982710352
pheromone trail,0.2996263982710352
algebraic law,0.2996263982710352
hyperspectral unmixing,0.2996263982710352
postimplementation,0.2996263982710352
product variety,0.2996263982710352
program logic,0.2996263982710352
capturemarkrecapture,0.2996263982710352
emigration,0.2996263982710352
background value,0.2996263982710352
coinduction,0.2996263982710352
product platform,0.2996263982710352
sparse transformer model,0.2996263982710352
case representation,0.29956093997922245
email address,0.29956093997922245
preceptorship,0.29956093997922245
email spam,0.29956093997922245
university sector,0.29956093997922245
estream,0.29956093997922245
doctoral education,0.29956093997922245
rc4,0.29956093997922245
allied health education,0.29956093997922245
distinguishing attack,0.29956093997922245
key recovery attack,0.29956093997922245
reactiondiffusion system,0.2994375199346765
singularly perturbed system,0.2994375199346765
reaction diffusion system,0.2994375199346765
singularly perturbed,0.2994375199346765
largest eigenvalue,0.29935224465205224
error covariance matrix,0.29935224465205224
power integrity,0.29863691207896687
pedestrian navigation system,0.29863691207896687
handwriting analysis,0.29863691207896687
rotor resistance,0.29863691207896687
cognitive wireless network,0.29863691207896687
multiple access relay channel,0.29863691207896687
anycast routing,0.29863691207896687
laser plasma,0.29863691207896687
argumentation semantics,0.29863691207896687
fuzzy random,0.29863691207896687
tdscdma system,0.29863691207896687
aal,0.29863691207896687
is success model,0.29863691207896687
optical wireless system,0.29863691207896687
chen system,0.29863691207896687
unrelated parallel machine,0.29863691207896687
remote controller,0.29863691207896687
local image descriptor,0.29863691207896687
ocular dominance,0.29863691207896687
suction cup,0.29863691207896687
bitcoin,0.29863691207896687
envisat1,0.29863691207896687
decimation filter,0.29863691207896687
multichannel mac,0.29863691207896687
water distribution network,0.29863691207896687
uniform illumination,0.29863691207896687
po tagger,0.29863691207896687
lbt,0.29863691207896687
skincolor detection,0.29863691207896687
residue arithmetic,0.29863691207896687
chaotic circuit,0.29863691207896687
trapping set,0.29863691207896687
multiple signal classification algorithm,0.29863691207896687
collision resistance,0.29839889826254273
wearable technology,0.29839889826254273
finite structure,0.29839889826254273
finite model theory,0.29839889826254273
comprehensive evaluation model,0.29839889826254273
pervasive computing application,0.29839889826254273
idbased cryptography,0.29839889826254273
fuzzy comprehensive evaluation method,0.29839889826254273
intermodulation measurement,0.29836546814932313
threedimensional modeling,0.2983151731889347
mobile base,0.29831395309190056
nielsen,0.29831395309190056
aspheric surface,0.29831395309190056
human pose estimation,0.29831395309190056
paleotemperature,0.29831395309190056
naive bayesian classifier,0.29831395309190056
organic transistor,0.29831395309190056
holey fiber,0.29831395309190056
statistical static timing analysis,0.29831395309190056
iucn red list,0.29831395309190056
regular tree language,0.29831395309190056
adaptive regularization,0.29831395309190056
digital communication systemsvoice/data integrat,0.29831395309190056
video quality metric,0.29831395309190056
selective laser sintering,0.29831395309190056
speech dereverberation,0.29831395309190056
processor array,0.29831395309190056
laplacian eigenmaps,0.29831395309190056
generalized cross validation,0.29831395309190056
zscan technique,0.29831395309190056
aspheres,0.29831395309190056
tree language,0.29831395309190056
micro robotics,0.29831395309190056
pomdp,0.29831395309190056
bayesian classification,0.29831395309190056
hmi,0.29831395309190056
pneumatic system,0.29831395309190056
iucn,0.29831395309190056
geo satellite,0.29831395309190056
myrinet,0.29831395309190056
user interest model,0.29831395309190056
holmium laser,0.29831395309190056
rhodococcus equi,0.29831395309190056
arcanobacterium,0.29831395309190056
photoacoustic technique,0.29831395309190056
objective video quality,0.29831395309190056
pcrdgge,0.29831395309190056
bpsk,0.29831395309190056
rare earth doped,0.29831395309190056
ecological speciation,0.29831395309190056
greedy randomized adaptive search procedure,0.29831395309190056
pneumatic muscle,0.29831395309190056
selective laser melting,0.29831395309190056
3d printer,0.29831395309190056
shallow water,0.29809216772270436
implementation concern,0.29772113007290374
reusability increasing,0.29772113007290374
risk decreasing,0.29772113007290374
optimized evolution,0.29772113007290374
productivity increasing,0.29772113007290374
quality increasing,0.29772113007290374
flexibility increasing,0.29772113007290374
machining operation,0.29772113007290374
complexity decreasing,0.29772113007290374
fuzzy identification,0.29772113007290374
runtime concern,0.29772113007290374
efficiency increasing,0.29772113007290374
machining time,0.29772113007290374
quality concern,0.29772113007290374
structural health monitoring system,0.2972253846690941
surface micromachining,0.2962189759228849
micro hole,0.2962189759228849
laser micromachining,0.2962189759228849
car navigation system,0.29584995126375657
induced subgraphs,0.2957449174821378
nonnegative integer,0.2957449174821378
antiforensics,0.2957449174821378
cnc,0.2957449174821378
twographs,0.2957449174821378
free graph,0.2957449174821378
lathe,0.2957449174821378
cnc machine tool,0.2957449174821378
computer numerical control,0.2957449174821378
fir,0.29537796254110593
error recovery,0.29517309023879734
recovery mechanism,0.29517309023879734
strapdown inertial navigation system,0.29517309023879734
visualization and analysis,0.2948974690610345
reflectance measurement,0.2948380611258888
task scheduling problem,0.2948380611258888
music classification,0.2948380611258888
music similarity,0.2948380611258888
task duplication,0.2948380611258888
shg,0.2948380611258888
certificate revocation,0.2948380611258888
network of workstation,0.2948380611258888
scheduling task,0.2948380611258888
legacy migration,0.2948380611258888
grey prediction model,0.2948380611258888
service contract,0.2948380611258888
music retrieval,0.2948380611258888
legacy code,0.2948380611258888
legacy application,0.2948380611258888
music database,0.2948380611258888
micro mirror,0.29440815869654924
restoration algorithm,0.29408450371825723
image restoration algorithm,0.29408450371825723
in,0.29390970181622517
transportation personnel,0.293675903569323
zerodispersion wavelength,0.293675903569323
free spectral range,0.293675903569323
carrier,0.293675903569323
passive suspension,0.293675903569323
pedestrian detection system,0.293675903569323
fortran 77,0.293675903569323
aviation industry,0.293675903569323
aspherics,0.293675903569323
ataxiatelangiectasia mutated,0.293675903569323
feature function,0.293675903569323
carrier frequency,0.293675903569323
utaut,0.293675903569323
model reference,0.293675903569323
social tv,0.293675903569323
piecewise linear function,0.293675903569323
sentence extraction,0.293675903569323
relational schema,0.293675903569323
dehalococcoides,0.293675903569323
head up display,0.293675903569323
leader following,0.293675903569323
policy evaluation,0.293675903569323
hierarchical dirichlet process,0.293675903569323
model reference adaptive,0.293675903569323
noise control,0.293675903569323
behavioral synthesis,0.293675903569323
chinese word segmentation,0.293675903569323
optical microcavities,0.293675903569323
location fingerprinting,0.293675903569323
wcet,0.293675903569323
projected gradient,0.293675903569323
fortran code,0.293675903569323
tactic for energy efficiency,0.2936104452775102
edge crossing,0.2936104452775102
cellular manufacturing system,0.2936104452775102
tactic for security,0.2936104452775102
tactic for performance,0.2936104452775102
straightline drawing,0.2936104452775102
quantum transport,0.2936104452775102
outerplanar graph,0.2936104452775102
tactic for interoperability,0.2936104452775102
tactic for availability,0.2936104452775102
graph layout,0.2936104452775102
nonequilibrium green function,0.2936104452775102
tactic for modifiability,0.2936104452775102
tactic for testability,0.2936104452775102
nonstationary data,0.2936104452775102
ahp method,0.2929495806670893
dominancebased rough set approach,0.2929495806670893
relative weight,0.2929495806670893
sa algorithm,0.2929495806670893
fuzzy ahp,0.2929495806670893
fiveaxis,0.2917642003318671
spatial learning,0.2917642003318671
mechanical vibration,0.2917642003318671
paper coating,0.2917642003318671
condition,0.2917642003318671
gi application,0.2917642003318671
acoustic surface wave filter,0.29173720525797187
single machine,0.29129014189112007
microsoft window,0.29129014189112007
release date,0.29129014189112007
job processing time,0.29129014189112007
maximum lateness,0.29129014189112007
singlemachine,0.29129014189112007
window vista,0.29129014189112007
c++,0.2912338476324927
evaluation modeling,0.2907273763304952
mem switch,0.2907273763304952
cultural background,0.2907273763304952
health record,0.2907273763304952
freespace optical link,0.2907273763304952
multivalued logic,0.2907273763304952
neurofuzzy model,0.2907273763304952
mechanical product,0.2907273763304952
reversible circuit,0.2907273763304952
selectivity estimation,0.2907273763304952
query optimizer,0.2907273763304952
lfm signal,0.2907273763304952
triphones,0.2907273763304952
electronic health record system,0.2907273763304952
multi tenant,0.2907273763304952
genetic locus,0.2907273763304952
gwas,0.2907273763304952
logistics company,0.2907273763304952
nonplayer character,0.2905236665816033
base learner,0.2905236665816033
academic achievement,0.2901452792096863
aircraft engine,0.28963119568601925
nonlinear partial differential equation,0.28963119568601925
hyperbolic equation,0.28963119568601925
heat equation,0.28963119568601925
civil infrastructure,0.2895462505153771
damage identification,0.2895462505153771
fatigue crack,0.2895462505153771
electromechanical impedance,0.2895462505153771
concrete structure,0.2895462505153771
structural damage,0.2895462505153771
crack detection,0.2895462505153771
modal parameter,0.2895462505153771
civil structure,0.2895462505153771
level set approach,0.28922259553708507
geometric active contour,0.28922259553708507
feedback vertex set,0.28922259553708507
tool condition monitoring,0.2887485370963381
carbide tool,0.2887485370963381
ecm protein,0.2887485370963381
electrochemical machining,0.2887485370963381
electrochemical cutting,0.2887485370963381
dsp processor,0.2878547743534171
dsp application,0.2878547743534171
texas instrument,0.2878547743534171
egomotion estimation,0.2875015502090162
cpm,0.2875015502090162
instrumentation and control,0.2875015502090162
high voltage,0.2875015502090162
failover,0.2875015502090162
umls,0.2875015502090162
supervisory control and data acquisition,0.2875015502090162
unified theory of acceptance and use of technology,0.2875015502090162
uniform circular array,0.2875015502090162
optically pumped,0.2875015502090162
current steering,0.2875015502090162
affine projection,0.2875015502090162
visual surveillance system,0.2875015502090162
low mobility,0.2875015502090162
modulo scheduling,0.2875015502090162
dbr laser,0.2875015502090162
underwater image,0.2875015502090162
acoustic holography,0.2875015502090162
quasi phase matching,0.2875015502090162
fibre bragg grating,0.2875015502090162
style sheet,0.2875015502090162
discrete element,0.2875015502090162
distribution algorithm,0.2875015502090162
infrastructure service,0.2875015502090162
pump source,0.2875015502090162
wide area measurement system,0.2875015502090162
centralized architecture,0.2875015502090162
submodularity,0.2875015502090162
pickup and delivery,0.2875015502090162
single precision,0.2875015502090162
adjacent channel,0.2875015502090162
microbispora,0.2875015502090162
acoustic radiation force,0.2875015502090162
branchandcut algorithm,0.2875015502090162
winner determination,0.2875015502090162
collaborative optimization,0.2875015502090162
answer set semantics,0.2875015502090162
compliant joint,0.2875015502090162
function approximators,0.2875015502090162
cache partitioning,0.2875015502090162
cognitive map,0.2875015502090162
spatial query processing,0.2875015502090162
single kernel,0.2875015502090162
partial order reduction,0.2875015502090162
network anomaly,0.2875015502090162
sm message,0.2875015502090162
digital controller,0.2875015502090162
"multiplexing, frequency division",0.2875015502090162
binary exponential backoff,0.2875015502090162
reverse logistics,0.2874178251354081
hbase,0.2860043816372755
global software engineering,0.2860043816372755
stream processing system,0.2860043816372755
complete mitochondrial genome,0.2860043816372755
hybrid zone,0.2860043816372755
linear network coding,0.2860043816372755
tdr,0.2860043816372755
permittivity measurement,0.2860043816372755
variational autoencoders,0.2860043816372755
differential group delay,0.2860043816372755
polyhedron attention mechanism,0.2860043816372755
engineering characteristic,0.2860043816372755
random linear network coding,0.2860043816372755
secure computation,0.2860043816372755
static analyzer,0.2860043816372755
backcrossing,0.2860043816372755
design collaboration,0.2860043816372755
string matching algorithm,0.2860043816372755
pmd,0.2860043816372755
restricted boltzmann machine,0.2860043816372755
dfa,0.2860043816372755
view selection,0.2860043816372755
graded index,0.2860043816372755
collaborative writing,0.2860043816372755
firstorder statistic,0.2860043816372755
circular antenna array,0.2860043816372755
hybrid pso,0.2860043816372755
scalar quantizers,0.2860043816372755
fuzzy evaluation method,0.2860043816372755
view maintenance,0.2860043816372755
photonic integration,0.2860043816372755
visual attention model,0.2860043816372755
rtos,0.2860043816372755
wordnet,0.2860043816372755
event related desynchronization,0.2860043816372755
dna copy number variation,0.2860043816372755
sparse autoencoders,0.2860043816372755
design intent,0.28593892334546267
building simulation,0.28593892334546267
architectural guideline,0.28593892334546267
high spatial resolution,0.28593892334546267
iso/iec 9126i,0.28593892334546267
office worker,0.28593892334546267
complexity metric,0.28593892334546267
daylighting,0.28593892334546267
energyplus,0.28593892334546267
messenger rna precursor,0.2858654681493231
event log,0.2858654681493231
spi,0.2858654681493231
average path length,0.2858654681493231
small nuclear ribonucleoprotein,0.2858654681493231
jvm,0.2858654681493231
interactive rendering,0.2858654681493231
antispam,0.2858654681493231
mail server,0.2858654681493231
software process assessment,0.2858654681493231
process discovery,0.2858654681493231
forensic investigation,0.2858654681493231
forensic tool,0.2858654681493231
electromagnetic actuator,0.2858654681493231
t s model,0.2858654681493231
spam message,0.2858654681493231
irfpa,0.2858654681493231
acoustoelectric effect,0.2858654681493231
ocean tide,0.2858151731889347
morphodynamics,0.2858151731889347
piezoresistive,0.2850375483808722
flash crowd,0.2848887574171445
optimal design,0.2843263951253479
production management,0.2843263951253479
probabilistic distribution,0.28359575581366486
nonuniform rational bsplines,0.28327210083537285
collaborative learning activity,0.28327210083537285
saas,0.2827980423946258
meanshift segmentation,0.2827980423946258
policy specification,0.2827980423946258
enforcement mechanism,0.2827980423946258
manycore processor,0.2827980423946258
dynamic security,0.2827980423946258
security rule,0.2827980423946258
radio transmission fading,0.2827646122814062
p2p file sharing,0.2827646122814062
light detection and ranging,0.2815510736050376
clinical laboratory information system,0.2815510736050376
lidar system,0.2815510736050376
game environment,0.2815510736050376
ground point,0.2815510736050376
fastica algorithm,0.27991497344761085
dna computation,0.27991497344761085
dpa attack,0.27991497344761085
foraging behavior,0.27991497344761085
molecular computing,0.27991497344761085
accessibility evaluation,0.27991497344761085
quantitative genetics,0.27991497344761085
ontologybased data access,0.27991497344761085
distributed software development,0.27991497344761085
variational auto encoders,0.27991497344761085
denoising auto encoders,0.27991497344761085
sparse auto encoders,0.27991497344761085
identical parallel machine,0.27991497344761085
preimage attack,0.27991497344761085
parallel machine scheduling,0.27991497344761085
pharmacogenomics,0.27991497344761085
cytochrome p450 2c9,0.27991497344761085
cytochrome p450 2c19,0.27991497344761085
distributed development,0.27991497344761085
actr,0.27991497344761085
query log analysis,0.27991497344761085
query recommendation,0.27991497344761085
quadratic form,0.2797112636987189
python,0.2797112636987189
online setting,0.2797112636987189
nonlinear ordinary differential equation,0.2796082429077725
ode,0.2796082429077725
gi technology,0.2796082429077725
system of ordinary differential equation,0.2796082429077725
right management,0.27923720525797185
error correcting output code,0.27923720525797185
core system,0.27923720525797185
acoustic resonator,0.27923720525797185
ada programming language,0.2787338476324927
visual disability,0.2787338476324927
severe disability,0.2787338476324927
person with disability,0.2787338476324927
csharp,0.2787338476324927
cognitive disability,0.2787338476324927
symmetric matrix,0.277735051107953
mean filter,0.277735051107953
design domain,0.277735051107953
adjacent vertex,0.277735051107953
median value,0.277735051107953
grey number,0.277735051107953
educational motion picture,0.2776452792096863
pedagogy,0.2776452792096863
training program,0.2776452792096863
residency education,0.2776452792096863
cubic b spline,0.276894037726174
spline surface,0.276894037726174
spline function,0.276894037726174
thin plate spline,0.276894037726174
ship propeller,0.276894037726174
b spline function,0.276894037726174
spline interpolation,0.276894037726174
non newtonian liquid,0.2760876066296677
registration technique,0.27592423388161735
image registration technique,0.27592423388161735
electrostatic actuation,0.27560057890332534
linear acceleration,0.27560057890332534
gyro sensor,0.27560057890332534
evaluation of cal system,0.27560057890332534
game experience,0.27560057890332534
gamification,0.27560057890332534
iterated conditional mode,0.27560057890332534
fiber optic gyroscope,0.27560057890332534
electrostatic force,0.27560057890332534
optical parametric amplifier,0.2751919787543911
turning process,0.2751919787543911
low noise figure,0.2751919787543911
stationary noise,0.2751919787543911
damping force,0.2751919787543911
movpe,0.2751919787543911
path computation element,0.2751919787543911
secondary path,0.2751919787543911
edfa,0.2751919787543911
pairingbased cryptography,0.2751919787543911
explicit feedback,0.2751919787543911
masterslave system,0.2751919787543911
olap query,0.2751919787543911
cdn,0.2751919787543911
switching controller,0.2751919787543911
lateral control,0.2751919787543911
semitensor product,0.2751919787543911
rectangular patch antenna,0.2751919787543911
logistics service provider,0.2751919787543911
race detection,0.2751919787543911
etl process,0.2751919787543911
realtime specification for java,0.2751919787543911
musical noise,0.2751919787543911
fuzzy extension,0.2751919787543911
transaction processing system,0.2751919787543911
decision attribute,0.2751919787543911
primary path,0.2751919787543911
scenebased,0.2751919787543911
hybrid cloud,0.2751919787543911
unknown input observer,0.2751919787543911
interference range,0.2751919787543911
reservoir computing,0.2751919787543911
dialogue manager,0.2751919787543911
distributed query,0.2751919787543911
sphingobacteria,0.2751919787543911
ship target,0.2751919787543911
opportunistic forwarding,0.2751919787543911
vehicle part and equipment,0.2751919787543911
datalog program,0.2751919787543911
teleconference,0.2751919787543911
latent factor,0.2751919787543911
photonic crystal waveguide,0.2751919787543911
emotion expression,0.2751919787543911
multitenancy,0.2751919787543911
abc algorithm,0.2751919787543911
storage format,0.2751919787543911
withinclass scatter matrix,0.2751919787543911
lower frequency,0.2751919787543911
skyline,0.2751919787543911
algebraic degree,0.2751919787543911
individual rationality,0.2751919787543911
music genre,0.2751919787543911
teaching style,0.2751265204625783
atpg,0.2751265204625783
learning preference,0.2751265204625783
textto3d generation,0.2751265204625783
third party logistics,0.2749178251354081
freight transport,0.2749178251354081
logistics system,0.2749178251354081
logistics management,0.2749178251354081
freight transportation,0.2749178251354081
logistics cost,0.2749178251354081
logistics network,0.2749178251354081
transition probability matrix,0.2749178251354081
mcmc,0.2749178251354081
petrovgalerkin,0.2738719394513206
generative model,0.2738719394513206
prompt engineering,0.2738719394513206
kalman filtering algorithm,0.2738719394513206
kalman filter algorithm,0.2738719394513206
angular rate,0.2738719394513206
energybased model,0.2738719394513206
quantized llm,0.2738719394513206
3axis accelerometer,0.2738719394513206
galerkin,0.2738719394513206
adaptive kalman filtering,0.2738719394513206
adaptive kalman filter,0.2738719394513206
volume constraint,0.27328027551693523
material distribution,0.27328027551693523
continuum structure,0.27328027551693523
stress constraint,0.27328027551693523
structural topology optimization,0.27328027551693523
corona radiata,0.27328027551693523
power supply,0.27328027551693523
switching frequency,0.27328027551693523
personal data,0.27328027551693523
multimedia/hypermedia system,0.27328027551693523
matching pursuit algorithm,0.2727833529307805
sparse recovery,0.2727833529307805
aeroengine,0.2727833529307805
montgomery multiplication,0.27224345151556334
pinning control,0.27224345151556334
adaptive hypermedia system,0.27224345151556334
endemic equilibrium,0.27224345151556334
principalagent theory,0.27224345151556334
decoupling controller,0.27224345151556334
patient data,0.27224345151556334
stepnc,0.27224345151556334
longterm preservation,0.27224345151556334
combined cycle power plant,0.27224345151556334
eresearch,0.27224345151556334
publishsubscribe system,0.27224345151556334
model language,0.27224345151556334
dynamical network,0.27224345151556334
leaveoneout,0.27224345151556334
mediawiki,0.27224345151556334
query containment,0.27224345151556334
knowledge discovery process,0.27224345151556334
prime field,0.27224345151556334
